,users,intensityNormalized,order,freq,catchingUpRatio,features,probability,prediction
250,Vedran,0.00833333333333334,1.0,0.5454545454545454,0.09090909090909091,"[0.00833333333333334,1.0,0.5454545454545454,0.09090909090909091]","[1.3919894584532622e-13,0.9975542560152051,2.7012591253699578e-17,0.0024457439846558037]",1
251,Vedran_499,0.033333333333333326,0.5,0.42857142857142855,0.14285714285714285,"[0.033333333333333326,0.5,0.42857142857142855,0.14285714285714285]","[2.5512698130204912e-17,0.9999999999999973,2.5512698130204912e-17,2.581403789786207e-15]",1
252,vedrana,0.027777777777777773,0.3333333333333333,0.5,0.25,"[0.027777777777777773,0.3333333333333333,0.5,0.25]","[1.2866153754721525e-16,0.9999999999999997,1.2866153754721525e-16,1.3401218368058649e-16]",1
253,vibord,0.07142857142857144,0.9166666666666666,0.15384615384615385,0.23076923076923078,"[0.07142857142857144,0.9166666666666666,0.15384615384615385,0.23076923076923078]","[0.8100475643249693,0.18995243567503067,3.240706246959643e-17,3.240706246959643e-17]",0
254,vid,0.06944444444444442,0.9,0.2727272727272727,0.36363636363636365,"[0.06944444444444442,0.9,0.2727272727272727,0.36363636363636365]","[0.09566018813681722,0.9043397868217662,2.3907732215366602e-17,2.5041416677405725e-08]",1
255,Vido,0.08333333333333333,0.6666666666666666,0.5,0.5,"[0.08333333333333333,0.6666666666666666,0.5,0.5]","[1.0130601277665371e-17,0.9999999999642485,1.0130573428018229e-17,3.575153185964002e-11]",1
256,Vido Repan��ek,0.027777777777777773,1.0,0.75,0.0,"[0.027777777777777773,1.0,0.75,0.0]","[2.2903567250517648e-23,1.185212783747149e-10,0.9999999998814787,2.293043670030404e-23]",2
257,Viktor Vic,0.00833333333333334,0.8,0.6363636363636364,0.09090909090909091,"[0.00833333333333334,0.8,0.6363636363636364,0.09090909090909091]","[2.5943448551776866e-17,0.2977154423360937,2.5943448548645526e-17,0.7022845576639063]",3
258,vini,0.08333333333333333,0.7777777777777778,0.1,0.0,"[0.08333333333333333,0.7777777777777778,0.1,0.0]","[1.4875840964796855e-12,4.6665391472658755e-08,0.9999999533331209,2.7279125270733783e-23]",2
259,Vlado,0.0,0.9,0.8181818181818182,0.0,"[0.0,0.9,0.8181818181818182,0.0]","[2.665903054278243e-23,1.3082422239656048e-10,0.9999949595840416,5.040285134196232e-06]",2
260,Vlajko,0.1875,1.0,0.15384615384615385,0.0,"[0.1875,1.0,0.15384615384615385,0.0]","[5.287945603856723e-07,2.3718745434087282e-11,0.999999471181721,2.5098873263796344e-23]",2
261,Vlasta Svetina,0.9166666666666666,0.0,0.0,0.0,"(4,[0],[0.9166666666666666])","[1.7208750591783372e-13,1.7208750591783372e-13,0.9999999999994837,1.7208750591783372e-13]",2
262,wavemaker,0.08333333333333333,1.0,0.4166666666666667,0.4166666666666667,"[0.08333333333333333,1.0,0.4166666666666667,0.4166666666666667]","[5.60817523027578e-05,0.9999439182473864,7.10811272323609e-18,3.109916237592116e-13]",1
263,x,0.3333333333333333,1.0,0.0,0.0,"[0.3333333333333333,1.0,0.0,0.0]","[7.931475488133377e-08,1.6239293021291265e-22,0.999999920685245,8.056720312591255e-23]",2
264,��anetic,0.4583333333333333,1.0,0.07692307692307693,0.0,"[0.4583333333333333,1.0,0.07692307692307693,0.0]","[1.352090504429097e-07,5.356843282139517e-22,0.9999998647909495,5.356843282139517e-22]",2
265,Zdenko,0.125,0.5,0.2,0.4,"[0.125,0.5,0.2,0.4]","[3.821730591244833e-17,1.0,3.821730591244804e-17,3.821730591244804e-17]",1
266,Zdenko ��krlj,0.07142857142857144,0.5,0.38461538461538464,0.0,"[0.07142857142857144,0.5,0.38461538461538464,0.0]","[8.568005307256046e-23,3.3983318753433487e-07,0.9999996601668124,8.568005307256046e-23]",2
267,Zdravko,0.052083333333333336,1.0,0.3076923076923077,0.15384615384615385,"[0.052083333333333336,1.0,0.3076923076923077,0.15384615384615385]","[0.039279822869897965,0.960720177130102,1.5864491110694568e-17,1.5864497920288476e-17]",1
268,��ivko Joncic,0.4583333333333333,1.0,0.07692307692307693,0.0,"[0.4583333333333333,1.0,0.07692307692307693,0.0]","[1.352090504429097e-07,5.356843282139517e-22,0.9999998647909495,5.356843282139517e-22]",2
269,��S,0.25,0.6666666666666666,0.0,0.0,"[0.25,0.6666666666666666,0.0,0.0]","[2.1853012956540144e-21,2.52346565210598e-14,0.9999999999999748,3.1749779668651636e-23]",2
270,zvjezdana,0.05555555555555556,1.0,0.4,0.4,"[0.05555555555555556,1.0,0.4,0.4]","[0.0002673309452865406,0.40752164169021315,6.043702256557926e-18,0.5922110273645004]",3
271,Zvonimir Matic,0.25,0.0,0.25,0.75,"[0.25,0.0,0.25,0.75]","[1.8137934814045028e-13,0.9999999999994559,1.8137934814045028e-13,1.8137934814045028e-13]",1
